WE|ACTV|CROP 北方地区要抓住晴好天气完成秋收扫尾工作，做好粮食通风晾晒储藏工作，防止发芽霉变
WE 华北、黄淮东北部仍无有效降水，部分麦田将持续缺墒
WE 一、主要天气特点本周，全国大部农区气温较上周继续回升，除吉林、黑龙江和内蒙古东部气温偏低1～4℃、部分地区偏低4～6℃外，其余大部地区气温接近常年或偏高1～4℃，其中华北西部、黄淮、江淮、江汉、江南中西部、西北地区大部、四川中部、贵州大部等地偏高2～4℃，新疆北部偏高4～6℃（图1）
WE 最低气温0℃线退至秦岭至河南中部、安徽北部、江苏北部一带，平均气温0℃线退至甘肃中部至陕西北部、山西北部、河北北部一带
WE 长江中下游及其以南地区平均气温普遍在8℃以上
WE 本周北方大部降水偏少，南方多阴雨天气
WE 东北地区大部、内蒙古东部、新疆西北部、黄淮大部、西南地区东部等地出现1～5毫米降水，吉林中东部、辽宁中部、河南中南部、湖北西部出现5～15毫米降水，江汉大部、江淮大部、江南、华南中东部降水量有15～30毫米，其中江淮西南部、江汉东南部、江南北部及福建西部、广东北部等地部分地区达30～60毫米（图2）,黄淮西部、长江中下游及其以南大部地区降水量接近常年同期或偏多3成至1倍
WE 西北地区大部、内蒙古中西部、华北、黄淮东部、西南地区大部降水接近常年同期或偏少3～5成，其中华北大部、西北地区东部及云南偏少5～9成
WE 江南、华南及吉林东部、安徽南部、湖北东南部降雨日数有3～4天，部分地区达5～6天
WE 全国其余大部地区雨日较少
 内蒙古东北部、吉林中南部、黑龙江大部、新疆北部、西藏西南部和东部等地最大积雪深度普遍有1～10厘米、部分地区10～20厘米
WE 全国大部日照时数接近常年同期，其中陕西、湖北大部、江西中北部、湖南中北部、四川东部、贵州北部、重庆南部等地日照时数较常年同期偏多3成至1倍，尤其是湘赣北部偏多1至2倍
 新疆北部、吉林中部、广西南部等地偏少3～9成（图3）
CROP 二、作物生长发育状况本周，北方大部冬小麦进入返青期，新疆北部、西北地区东北部、华北中部、山东半岛的冬小麦仍处于越冬期
CROP 四川、重庆和贵州大部处于拔节期，四川南部进入孕穗抽穗期，云南大部进入开花期（表1）
CROP 本周，全国冬小麦整体长势较好，一、二类苗比例分别为20%和77%，与上周相比一类苗增加4%，二类苗减少5%
CROP 主产省一类苗比例分析结果显示，江苏、安徽持续高于上年和近五年同期
 新疆高于上年与近五年同期，山东接近上年高于近五年同期，河北低于上年高于近五年同期
 河南、山西低于上年和近五年同期
 陕西、四川高于上年同期低于近五年同期
 湖北无一类苗(图4）
CROP 全国油菜苗情以一、二类苗为主，比例分别为11%和81%，与上周相比一类苗增加1%，二类苗减少2%
 其中贵州、湖北、安徽一类苗分别增加25%、20%、8%，陕西均为一类苗，江苏、湖南、四川均为二类苗
CROP 各主产省普遍以二类苗为主，其中江苏本周二类苗与上年和近五年同期持平，四川与上年同期持平并高于近五年同期，湖南、重庆高于上年接近近五年同期，安徽低于上年接近近五年同期
 江西高于上年低于近五年同期
 湖北二类苗低于上年和近五年同期（图5）
ENV 三、土壤墒情分析本周，西北地区大部、华北中部及其以北地区20厘米土壤处于封冻状态
ENV 黄淮及其以南大部地区耕作层20厘米土壤缺墒站点百分比较上周减少2.1%，较上年同期偏多1.2%（表2），主要集中在河北西南部、陕西南部、四川中部和南部、贵州、云南南部和海南等地的局地（图6）
ENV 土壤过湿站点百分比较上周增加6.8%，较上年同期增加2.4%，过湿比例有所扩大，主要位于湖北西部和东部、安徽中部和东南部、江西西部、湖南、福建北部和西南部、广东等地
ENV 土壤适宜站点百分比与上周相比减少4.7%，较上年同期减少3.6%
WE 江淮、江汉、江南：大部地区气温继续回升，周内气温偏高2～4℃，日照接近常年或偏多5成至1倍，其中江南中西部日照偏多1至2倍
 五、主要农业气象灾害监测与影响评估本周全国农区无明显农业气象灾害
WE 六、未来一周天气及关注重点预计未来一周，东北地区、内蒙古东部平均气温较常年同期偏低2～3℃;3-5日内蒙古东北部和黑龙江的部分地区有大雪，局地暴雪（主要出现在3日）
ACTV 南方冬小麦和油菜产区要加强田间管理，雨后及时排湿降渍，减轻湿渍害影响
ACTV 华南和西南春播区要做好水稻选种、秧床培肥等工作，抓住气温回升、天气晴好的有利时机，适时播种育秧，做好秧田护理
ACTV 同时做好春玉米等旱地作物的播种工作
ENV 河北中南部部分麦田墒情持续偏差
WE 4-5日强对流天气导致长江中下游部分地区油菜、果树、蔬菜遭受风雹灾害
CROP 河北中部部分麦田将持续缺墒，影响小麦返青生长
WE 一、主要天气特点本周，除黑龙江、吉林、辽宁和内蒙古东部气温偏低1～4℃、部分地区偏低4～6℃外，全国大部农区气温接近常年或偏高1～4℃，其中华北西部、西北地区大部、江南、华南和西南地区偏高2～4℃、部分地区偏高4～6℃（图1）
WE 最低气温0℃线退至秦岭至河南北部、山东南部一带
WE 平均气温0℃线位于河北北部一带
WE 长江中下游及其以南地区平均气温普遍在10℃以上
WE 本周全国中东部大部地区出现明显降水，东北地区东部、新疆北部、黄淮、西北地区东南部、江淮、江汉、江南、华南北部和西南地区东部等地降水量有10～50毫米，其中安徽南部、湖北南部、浙江西部、江西东北部、湖南南部和福建西部等地部分地区达50～100毫米（图2）
WE 东北地区大部、内蒙古东部、新疆北部、西北地区东南部、黄淮、江淮、江汉、江南和华南北部降水量接近常年同期或偏多3成至2倍
WE 内蒙古中西部、华北、西北地区东北部、华南南部和西南地区中南部降水偏少3～9成
WE 东北地区北部和东部、西北地区东南部、黄淮南部和西部、江淮、江汉、江南和西南地区东北部降雨日数有3～4天，其中河南南部、江淮、江汉、江南北部和重庆东部达5～7天
WE 内蒙古东北部、吉林中东部、黑龙江大部、新疆北部、西藏南部和东部等地最大积雪深度普遍有1～10厘米、部分地区达10～50厘米
WE 全国大部日照时数接近常年同期或偏少，其中陕西东南部、河南大部、江苏中部、安徽大部、湖北、重庆东部、江西北部、湖南北部和广东西部等地较常年同期偏少5～9成
 广西西部、贵州中西部和云南东部等地偏多3成至2倍（图3）
CROP 二、作物生长发育状况本周，北方大部冬小麦进入返青期，新疆北部、西北地区东北部、华北中部等地部分冬小麦仍处于越冬期
CROP 四川和重庆大部处于拔节孕穗期，四川南部、贵州中部进入孕穗抽穗期，云南大部进入开花期（表1）
CROP 湖北大部、安徽大部、江苏、浙江大部油菜进入现蕾和抽薹期，四川、重庆大部、贵州大部、湖南和江西北部的部分油菜已开花
CROP 华南南部早稻处于播种育秧阶段，广东东部、福建东部部分早稻处于三叶期，海南大部早稻已进入分蘖至拔节期
CROP 本周，全国冬小麦整体长势较好，一、二类苗比例分别为21%和77%，与上周相比，一类苗增加1%
 主产省一类苗比例分析结果显示，山东、江苏、四川高于上年和近五年同期，安徽、新疆高于上年低于近五年同期，河北接近上年高于近五年同期，河南、山西低于上年和近五年同期，陕西、湖北无一类苗(图4）
CROP 全国油菜苗情以一、二类苗为主，比例分别为16%和77%，与上周相比一类苗增加5%，二类苗减少4%
CROP 各主产省普遍以二类苗为主，其中江苏、重庆本周二类苗与上年和近五年同期持平，江西高于上年和近五年同期，湖南、四川低于上年同期高于近五年同期，湖北低于上年和近五年同期，安徽高于近五年同期（图5）
WE 江淮、江汉、江南：大部地区气温接近常年或偏高1～4℃，江南南部偏高4～6℃
WE 华南：大部地区气温明显偏高4～6℃，平均气温在12℃以上
ACTV 七、农业生产建议新疆北部、东北地区做好设施农业和畜牧业的防寒保暖工作，雪后及时清除棚顶积雪
ACTV 西北地区东部春播区要及时整地，趁墒适时播种春小麦等作物
ACTV 南方冬小麦和油菜产区要加强田间管理，土壤过湿地区及时排湿降渍，减轻湿渍害影响
ACTV 西南春播区要积极开展备播工作，抓住晴好天气及时播种一季稻和马铃薯等春播作物
WE 本周，东北地区中北部和内蒙古东北部降雪和持续低温不利设施农业和畜牧业生产
ENV 河北中南部部分麦田墒情持续偏差
WE 一、主要天气特点本周，全国大部农区气温接近常年同期或偏高1～4℃，其中西北地区东南部、黄淮大部、江淮、江汉、江南西部和北部、四川盆地、贵州北部偏高2～4℃，西北地区大部、华北西部及内蒙古中西部偏高4～7℃，仅黑龙江大部、吉林北部、内蒙古东北部、广东东南部、海南、云南东南部等地气温偏低1～4℃、黑龙江部分地区偏低4～6℃（图1）
WE 最低气温0℃线较上周南移，位于陕西南部至河南南部、苏皖中南部一带
WE 平均气温0℃线位于辽宁北部至内蒙古东南部一带
WE 长江中下游及其以南大部地区平均气温在12℃以上
WE 本周全国大部地区无降水或降水不足5毫米，其中新疆西北部部分地区、黑龙江东南部降水量有5～10毫米，湖南南部、江西大部、广东大部、广西中北部、贵州大部、四川中部、云南南部部分地区达10～30毫米（图2）
WE 全国大部降水明显偏少，尤其中东部地区普遍偏少5～9成
WE 新疆北部、内蒙古东北部、黑龙江大部、吉林东北部、广东南部、四川中部、贵州中南部、云南南部等地降水偏多5成至4倍
WE 全国大部降水日数偏少，其中南方大部及新疆北部、内蒙古东北部、东北地区大部雨日有1～2天，部分地区达3～4天
